user_name,user_url,rating_num,comment_time,content,vote_count,attitude
Impire,https://www.douban.com/people/impire/,user-stars allstar50 rating,2020/6/12,超喜欢，特别是中间那段rap，不过开头有点像久石让的这就是恋爱呢,1,2
琉奈@みりりん,https://www.douban.com/people/yna1/,user-stars allstar50 rating,2020/6/12,评论觉得好不好听我管不着，反正我觉得好听就行了_(:Dゝ∠)_,0,2
134340 Pluto,https://www.douban.com/people/181179738/,user-stars allstar30 rating,2020/6/12,不算好 但比前几首强太多太多了 我是抱着“耳朵可能受到污染”的心理准备点开的 所以就还行,3,1
Horton,https://www.douban.com/people/outetsu/,user-stars allstar20 rating,2020/6/12,看评论周杰伦也是老流量明星了快??,0,0
*Slayer,https://www.douban.com/people/165501980/,user-stars allstar40 rating,2020/6/12,4/5 热情似火，出乎意料的还不错，反正跟《不爱我就拉倒》来比我还是喜欢这首，不挑。,3,2
空空儒也,https://www.douban.com/people/64071819/,user-stars allstar20 rating,2020/6/12,歌是不难听的，但是一个华语乐坛最顶级的音乐人在40岁拿出来这样的作品，粉丝还要说如听天籁，真的让人停失望的。就像周星驰拍《新喜》一样，不是有多差，是粉丝太善良给你惯坏了，随手一划拉就能收获鲜花掌声，而这是最无聊的。当然，这种歌本身也是一个隐喻，在今天能什么观点也不表达还要开口唱歌，只能逃到古巴摇头晃脑唱毫无营养的disco情歌了。,6,1
_SummerCrush,https://www.douban.com/people/173122627/,user-stars allstar40 rating,2020/6/12,妈呀这次真的质量好高 词在线曲在线编曲在线 嗓子状态也好好 rap出来的时候我差点深夜尖叫 有我很忙时期的味道 果然老底还是够厚 对不起杰伦只能下次再才尽了,45,2
蕉之助,https://www.douban.com/people/ahou_J/,,2020/6/12,就很敷衍,0,0
diabolo,https://www.douban.com/people/shuonimei/,user-stars allstar20 rating,2020/6/12,就这？,0,0
豪豪想你??,https://www.douban.com/people/58619493/,user-stars allstar20 rating,2020/6/12,接受无能,1,0
劲草南风,https://www.douban.com/people/51332162/,user-stars allstar30 rating,2020/6/12,听过了，就完事了那种。,0,0
溪蓝,https://www.douban.com/people/xilan117/,user-stars allstar40 rating,2020/6/12,是复古而有初心的周董了,0,2
ZinK,https://www.douban.com/people/155589051/,user-stars allstar20 rating,2020/6/12,"多年以前周杰伦也喜欢玩儿一些异域风情，《布拉格广场》、《夜的第七章》。那时候听他的歌是享受，因为每次都是耳目一新,不管是编曲还是歌词。如今的这些歌虽然是新的，但却同七八十的老女王披上了一条皇帝的新装，众人都因为曾经他的辉煌而自动上了彩色滤镜。拉丁风格放在这里更像是对快节奏口水歌的妥协。 听罢我还是怀念""街景在后退，你的崩溃在窗外淋碎"";""雨下整夜，我的爱溢出就像雨水"";""我用漂亮的押韵，形容被掠夺一空的爱情""。这些远远好过""麻烦给我的爱人来一杯Mojito""",2,1
Dahlia,https://www.douban.com/people/141545399/,user-stars allstar10 rating,2020/6/12,这年头你要是不喜欢Jay Chou或者Eason Chen之类之类的新歌就是装逼了，我寻思这两人当年巅峰时期也没达到人见人爱说句不好都不行的程度吧。也别天天嘲讽流量粉了，天王粉们的优越感和疯魔程度谁比得上啊。王菲复出以后出的歌我都坚持不过20秒，阿尔帕西诺也不是每部电影都卖座，观众总有表达不好听不好看的权利吧。,4,0
douban,https://www.douban.com/people/177864253/,user-stars allstar30 rating,2020/6/12,比说好不哭这种烂俗芭乐强一点，但也是完全不想循环的水平。,1,0
纯绒皮卡丘,https://www.douban.com/people/140304909/,user-stars allstar30 rating,2020/6/12,一个字，花。,0,0
浅潜,https://www.douban.com/people/143917707/,user-stars allstar30 rating,2020/6/12,除开情怀……也就是个三分歌吧……,1,0
S,https://www.douban.com/people/214958250/,user-stars allstar30 rating,2020/6/12,《摩杰座2.0》，听得我眉毛越皱越紧。但是对比起上一首歌，这首还是顺耳多了。,3,1
阿鲁,https://www.douban.com/people/alualu/,user-stars allstar50 rating,2020/6/12,害！怎么还是那么好听！,0,2
八月樨,https://www.douban.com/people/52240439/,user-stars allstar50 rating,2020/6/12,我觉得比前两作《等》、《说》好听，这慵懒微醺的时节与小调不值得五星吗？,1,2
X,https://www.douban.com/people/34494242/,user-stars allstar20 rating,2020/6/12,听完也就没有后续了,1,0
upcomingwinter,https://www.douban.com/people/Faintwind/,user-stars allstar50 rating,2020/6/12,说真的，真不错。,3,2
E,https://www.douban.com/people/evonneeeee/,user-stars allstar30 rating,2020/6/12,同样的拉丁风格同样的A小调，还是迷迭香比较神…,1,1
阿離,https://www.douban.com/people/pink_elephants/,user-stars allstar30 rating,2020/6/12,就很夏天啦~p.s粉色的老爷车吼吼看o(*////▽////*)q,0,2
NG,https://www.douban.com/people/nothinguilty/,user-stars allstar20 rating,2020/6/12,荒野乱斗连跪，再来听这个，真想一枪beng了Jay的头！什么玩意～,0,0
记忆残存,https://www.douban.com/people/2176940/,user-stars allstar40 rating,2020/6/12,三星半,0,0
Ciciaego,https://www.douban.com/people/missmici/,user-stars allstar40 rating,2020/6/12,"""而我的咖啡，糖不用太多” 但是您的奶茶肯定是全糖的hhhhh",0,1
连溪,https://www.douban.com/people/jixuehan/,user-stars allstar50 rating,2020/6/12,趁分数降下来前占位。大众会更喜欢之前的芭乐曲风，诶这是周杰伦啊。反正每次都是周郎才尽，短评也是,2,1
山人阿苍苍,https://www.douban.com/people/Kiddieyi/,user-stars allstar30 rating,2020/6/12,是夏日限定单曲了,2,2
四月,https://www.douban.com/people/guaipixiaojie/,user-stars allstar30 rating,2020/6/12,很妙…也不是不好听，也不是没那个味，但…就真的没那味儿。（迷惑听歌迷惑发言）,1,1
ああ怪,https://www.douban.com/people/im0t0_/,,2020/6/12,so加勒比风 = 吹吹小喇叭,1,0
月色归来时,https://www.douban.com/people/c0kec0la/,user-stars allstar40 rating,2020/6/12,6.7,0,1
cin.?,https://www.douban.com/people/imcin/,user-stars allstar40 rating,2020/6/12,哎哟不错哦,0,2
Panda的阴影,https://www.douban.com/people/PandaMovieMusic/,user-stars allstar40 rating,2020/6/12,周杰伦：“《Mojito》推出之后暂时不会有单曲的推出，再来就是新专辑了！” —— Jay总算要制作新专辑了，期待一下。,0,2
上帝怀里的汤姆,https://www.douban.com/people/202231787/,user-stars allstar20 rating,2020/6/12,MV的他还蛮帅的 但歌也就那样⑧,1,1
Andrew,https://www.douban.com/people/189738941/,user-stars allstar30 rating,2020/6/12,中规中矩,1,1
??Gabriel,https://www.douban.com/people/mshushu/,user-stars allstar30 rating,2020/6/12,小公举那些颜色鲜艳的衬衫。,0,1
倾葵,https://www.douban.com/people/49172586/,user-stars allstar40 rating,2020/6/12,看和谁比了，比前几张单曲强很多，但是和他自己来比，这张也就是普通水平，插入的rap有点突兀。最近他写情歌写得也太多了，好像走进流行的套路了，怀念《叶惠美》《周杰伦》《范特西》和《八度空间》。,0,1
DAS_Anac,https://www.douban.com/people/185431233/,user-stars allstar30 rating,2020/6/12,70//能及格//我对主流华语乐坛要求就这样了,1,1
